url,type,content
https://www.imdb.com/title/tt11928588/,summary,"After witnessing a disturbing occult ritual via the dark web, college student Riley Shepard believes he is being monitored by the same mysterious cult."
https://www.imdb.com/title/tt0439709/,summary,"This is the battle to end all battles and pulse-pounding World War II action and intergalactic intrigue! Defending freedom and democracy is the incredible Yellow Jacket, Army fighter pilot turned winged superhero, now leading America's charge against Evil! He must battle the deliciously deadly DRAGON FLY and her JAPBOTS, outsmart an infamous Nazi scientist and destroy the demonic DOOMSDAY RAY! Then Yellow Jacket and his team make a startling discovery and must launch themselves into space where they confront the power-mad MONARCH OF THE MOON!—Anthony Pereyra {hypersonic91@yahoo.com}"
https://www.imdb.com/title/tt0439709/,summary,"America calls on its greatest superhero, The Yellow Jacket, to defeat Japan's deadliest super agent, The Dragonfly, whose organization, Axis, has made an unholy alliance with the sinister Monarch Of The Moon. The Monarch's secret intent is to invade Earth and strip it of all its natural resources. America's greatest hero is the only thing that stands between the Monarch and his treacherous goal.—DesertShark000"
https://www.imdb.com/title/tt8178798/,summary,"Alice (Luiza Quintero) moves to a small town to live with her uncle due to problems at home. There, she meets a new group of friends and also discovers a magical portal in an amusement park. When Alice breaks into the park to save a friend, she begins to uncover secrets about her own life and past. The young teen must now make difficult choices and face unknown dangers.—Bernardo74"
https://www.imdb.com/title/tt2278398/,summary,"Fulfilling their fifteen-year-old childhood dream to venture into space, Geki Jumonji and Toya Okuma join SARD and take a mission to Mars with their childhood friend Itsuki Kawai giving them good luck pendants so she can be with them in spirit. However, the two are labeled MIA when their space shuttle mysteriously disappears.—Katrina L. Harrison"
https://www.imdb.com/title/tt1089677/,summary,A set of twins -- one a hard-working student and the other a drifter -- team up with a dropout to unlock the secrets of the universe and to build one of their own.
https://www.imdb.com/title/tt3565164/,summary,"In a futuristic Tokyo, unique human beings who have awakened distinct powers are being hunted by a secret organization named Custos. Known as ""Attractors"", these exceptional humans are joining forces to defend themselves. They are led by a boy named Quon, an idealist who is determined to save all the Attractors he can."
https://www.imdb.com/title/tt0355627/,summary,"To destroy the country, a businessman with the help of a doctor creates a clone of Adolf Hitler. However, a group of youngsters are determined to expose him to the public."
https://www.imdb.com/title/tt0355627/,summary,A Dangerous and Psychopathic man is created in India by using the clone of the former brutal German ruler Sir. Adolf Hitler. He was designed to destroy the world by using his criminal psychopathic mind. Is there any chance to rescue the world from him? Watch this evergreen classical thriller to know more about.
https://www.imdb.com/title/tt4231486/,summary,Three ordinary guys are thrust into a parallel world of an old Sci-Fi movie. Trapped in a low budget universe they must somehow fight their way home before it is too late.
https://www.imdb.com/title/tt0334588/,summary,Alien Amazon women land their UFO in Istanbul to find Earth men for their home planet with the help of a robot. Two bumbling journalists are caught up in the action.
https://www.imdb.com/title/tt0334588/,summary,"A reporter and a photographer intercept a message from space that announces the descent of a flying saucer. Determined not to miss the chance for a sensational scoop, the two lurk in the landing site, but at eam of beautiful aliens girls driving it attacks them and took away their camera.—yusufpiskin"
https://www.imdb.com/title/tt0334588/,summary,"Turkish sci-fi comedy from 1955. It's recommended for fans of old Turkish movies and psychotronic cult films. It has a quite different feel than the more familiar superhero films from the country like Kilink Istanbulda, etc. It more closely resembles something like Abbot and Costello On Mars, with the addition of belly dancing. There are leotard-clad female aliens, a Plan 9-style spaceship, a Marilyn Monroe imitator. and a robot made out of a cardboard box. The leader of the female aliens tries her hand at interpretive dance. The plot, or what I can discern of it, involves a club founded by older unattractive wealthy women. The club uses sexy belly dancing to lure men in, then the womenfolk attempt to have their way with them.—yusufpiskin"
https://www.imdb.com/title/tt1537725/,summary,"Machine BS21 can read human mind has been stole by Cat Kupan. While escaping, Cat and Kupan stuck in a police roadblock. Kupan who is a bit dumb threw the BS21 to the bushes. Adruce who were on his way home from school found it. Adruce likes to day dreaming and he like Erin too but opposed by Eric. At home, Adruce feels stressful with his mother who doesn't stop nagging. While inspecting BS21 in his room, many things is going through his mind, without knowing the machine's ability. His mother still hasn't stop nagging outside. He's been thinking about Erin pretty face and how he hates Eric. Everything changed the next day. His parents have switched bodies. Adruce and his sister, Fatin with Erin and Eric have been doing so many things to fix back the situation."
https://www.imdb.com/title/tt7974036/,summary,A Hawaiian ninja--drawn into a global struggle to control an alien fuel discovered on the moon--is forced to confront the consequences of his life decisions.
https://www.imdb.com/title/tt12214738/,summary,A Machine to Live In is a hybrid documentary linking the cosmic power structures of the state to the mystical architecture of cults and utopian cities in the remote hinterlands of Brazil.
https://www.imdb.com/title/tt12214738/,summary,"A MACHINE TO LIVE IN is a documentary feature about cosmic dreams and mystical architecture at the heart of Brazil's remote wilderness. Through an emergent polyphonic text composed of four personalities, the film moves from the hyper-designed, space-age city of Brasília to the vast and flourishing landscape of UFO cults, spiritist temples, and utopian outposts. Brasília, a sixties-era megaproject, is a crumbling monument to an obsessively rational dream of state power. Lined with massive concrete domes, pyramids, and geometric ""superblocks,"" the city resembles a highly-planned moonpad in some outdated sci-fi vision of the future. A future where an ultra-rational urban design produces the ultra-rational citizen, living harmoniously in machine-like order. Yet the people who arrived to witness this utopian project in the hinterlands were themselves possessed by their own powerful visions of the future. Over the decades that followed, this region of Brazil became home to the densest concentration of new religions, cults, and transcendental movements in the world. The film examines these utopian relics as if it were a sentient data processor, assembling fragments of texts, songs, and interviews from four iconic witnesses to Brazil's experiment in world-making: the writer Clarice Lispector; the cosmonaut Yuri Gagarin; and the followers of linguist L.L. Zamenhof, inventor of Esperanto; and Tia Neiva, Brazil's first female truck driver and charismatic cult leader. Through these oneiric visions, the film describes a destabilizing multitude of futures: ""I have never seen anything like it in the world."" Lispector writes, ""But I recognize this place at the very core of my dreams.""—Yoni Goldstein"
https://www.imdb.com/title/tt21106136/,summary,"Galaxy 360: A Woman's Playground is a sci-fi comedy set in 2195, where women rule the world and men dream of getting married."
https://www.imdb.com/title/tt21106136/,summary,"Galaxy 360: A Woman's Playground satirizes a distant future where women rule the world and men are their playthings. The year is 2195. The story revolves around a beauty pageant for men, as we see them primp and preen, compete with one another, stress about being fat, practice for their talent show, and interact with Illumina, the flamboyant media personality and hostess of the Mr. World Beauty Pageant. A dystopian romance emerges between Illumina and one of the contestants, and we are confronted with questions about love, sex and fairness in 2195."
https://www.imdb.com/title/tt11247696/,summary,"While traveling through space with 3,000 other humans in cryosleep to colonize a new planet, a young computer genius awakes to perform a maintenance check on the A.I he created, only to learn it has developed a malevolent God complex that threatens mankind's existence."
https://www.imdb.com/title/tt12649014/,summary,"An unofficial sequel to Kefir-Profit's unofficial Terminator sequel - This time featuring Superman, Rambo, Neo from the Matrix, Harry Potter and the evil Agent 007."
https://www.imdb.com/title/tt1470822/,summary,"Romeo Montague is the alias of (the re-animated) Patient Zero, a skilled, mutated android hit-man/pimp/ancient relics collector, that lives in Verona City, N.Y.; a dystopic metropolis filled with extreme horror and sexual deviancy."
https://www.imdb.com/title/tt1470822/,summary,"Romeo Montague is the alias of (the re-animated) Patient Zero, a skilled, mutated android hit-man/pimp/ancient relics collector, that lives in Verona City, N.Y.; a dystopic metropolis filled with extreme horror & sexual deviancy; featuring: a lustful, demonic, man-eating Astro-Queen, a psychotic South American underworld god, human/android sex-slave party-girls, bloodthirsty zombies, vengeful deities and alien hooker vampire junkies/go-go girls. The cities are also plagued with murderous cybernetic 'goon' robots, that are constantly trying to take Montague's life, as he and his street hustling pal 'Tricky' tries to figure out which one of his jive-ass enemies are trying to kill him (as well as trying to stay one step ahead of 'The Man'). In the middle of this chaos, Romeo/Zero tries to find the thief of his ancient , multi-million dollar voodoo ring.—Tony Watt"
https://www.imdb.com/title/tt4008584/,summary,A military-led government sends out a Special Forces team to track down an unknown creature in an abandoned warehouse.
https://www.imdb.com/title/tt4008584/,summary,"Sector 13 is a Special Forces team with a mission to track and eliminate vigilante alien terrorist cells. For the past 50 years, they have patrolled the earth, clearing the planet of any rogue beings who pose a threat to the military-led government. For months they have pursued one of the high ranking members of a renowned terrorist group known as 'EVO'. Having tracked down its whereabouts to an abandoned warehouse, Sector 13's RED and BLUE teams move in for the execution. However, once inside, they soon learn that the creature they set out to hunt is now hunting them. One by one, team members are picked off until only the RED leader remains - climaxing in a gravity-defying duel to the death."
https://www.imdb.com/title/tt3024404/,summary,"A battle between a man who can control people with a stare, and the only man he cannot control. When their fate cross, the survival battle begins. The two men with inevitable fate, who will survive ?"
https://www.imdb.com/title/tt4982252/,summary,"After an apocalypse of questionable origin, Private James Conroy is living in an abandoned shack at the base of a radio tower. When Conroy finally contacts Garry Freeman, marooned in a space station, they have to learn to work together if they're going to save themselves, and maybe all of civilization."
https://www.imdb.com/title/tt4018720/,summary,"When two software entrepreneurs develop a method of extracting memories, one comes to regard their discovery as a Frankenstein monster that must be destroyed, and finds himself at odds with dangerous forces."
https://www.imdb.com/title/tt2927178/,summary,Sara returns to the island looking for her missing sister. She'll have to decide whether to save her family or stop the invasion.
https://www.imdb.com/title/tt0096353/,summary,"Ataru and Lum must replay their fateful game of tag to decide the fate of Earth, that's being threatened by giant space mushrooms, as well as their relationship."
https://www.imdb.com/title/tt0096353/,synopsis,"After falling asleep in class, Lum has a strange dream of a dark hooded figure coming to her as a child on her home planet of Oni. When Lum answers where she lives, the old man cackles with joy, claiming that he will come to claim her when she is older to take her to a dark place.Lum wakes from her dream and asks Ataru for console, but he refuses to listen to her concerns. Growing frustrated with his attitude, Lum zaps him and flies away. Eventually, Ataru encounters Sakura and Cherry, who soon after encounter 3 bad omens in a row: Sakura's sandal thong snaps, a black cat appears, and a hearse soon drives past.Back on her UFO, Lum receives a message from her parents, claiming they found her Great-Grandfather, who somehow had his sleeping chamber misplaced when the family moved some time before. Having never met his Great-Granddaughter, Lum's parents invite her to meet her elderly relative.Meanwhile. Ataru, Sakura, and Cherry have returned to Sakura's temple, and consult a crystal ball for more information about the bad omens they encountered. Lum soon appears in the crystal ball, and is slowly swallowed up in darkness. As Ataru leaves, Lum's words about the dream she had flash through his mind, and he rushes back to his home, only to find Lum gone. Lum's nephew Ten explains that Lum left, but does not say where to.Arriving at her parent's place, Lum finds her Great-Grandfather, who upon seeing that Lum is a girl, begins to sob uncontrollably. Noone can figure why this is, until a dark figure (whom Lum recognizes from her dream) appears at the door, and Lum recognizes the figure from her dream.Upon seeing the dark-cloaked stranger, Great-Grandfather then relates a story from a long time ago, where the dark figure came upon him, weak from hunger. Great-Grandfather was offered two mushrooms to choose from, one of which was poisoned. Great-Grandfather chose the poison mushroom, and in exchange for the antidote, agreed to let the dark-cloaked man marry one of his daughters. However, even though he was dying, Great-Grandfather tricked the old man, claiming he had only sons. The stranger then vowed he would return to claim the first daughter born into the bloodline, which now happens to be Lum. The cloaked figure claims that since he is too old, he intends Lum to be the bride to his Grandson, Rupa. This revelation is soon met with the family tossing the old man out of the house.The next day on Earth, Rupa arrives at Tomobiki High School looking for Lum. Upon finding her, he places a strange ring on her finger, claiming it will make her an adult sooner. Lum attempts to take the ring off, but it won't budge. It turns out that the ring is actually an accelerator mushroom that will cause Lum to mature to the point where she will lose her oni horns.This occurs the next day, and with Lum now being powerless, Rupa abducts her and Ten. Upon finding out, Ataru, Mendo, Oyuki and Benten 'borrow' Ran's spaceship, and head for Rupa's home planet. However, in the process of reaching The World of Darkness, Ran's ship collides with another, and both ships eventually arrive at the planet.Rupa is alerted to this, but when he sees the ship that collided with Ran's he suddenly demands that the wedding to Lum take place immediately! Lum's friends are captured, with the exception of Ataru, who managed to evade capture. Ataru soon encounters a dark-skinned girl with white hair, who demands he sign a marriage license to be wed to her, to which Ataru eagerly accepts.The two then head to the chapel where the girl, named Carla, attempts to open-fire on Rupa and Lum, claiming that Lum stole Rupa from her. In the scuffle, Rupa's Grandfather hides Lum in a hidden room, and uses a decoy to distract Carla and Ataru. Ataru asks the decoy-Lum to come with him, but she claims she wants to stay with Rupa. Carla again demands Rupa come with her, but when he refuses again, she threatens to kill him before she kills herself. The fight then escalates up to the roof where Lum has also come about.Rupa's Grandfather attempts to help him and Lum escape in a hot-air balloon. Lum begs Ataru to help her, but after being fooled by the decoy, he refuses to assist her. In the meantime, Lum's friends have managed to escape their confines, and Mendo manages to slice through the rope ladder that Rupa and Lum are on. Rupa lands safely, but Lum ends up falling over the side of the tower. Ataru falls after her, but as they fall they both argue that the other has been unfaithful. When Ataru claims that he is finished with her, Lum's horns manage to regrow, and she emits a large temperamental electrical charge, frying Ataru, before returning to the roof. She then claims she is going to stay with Rupa."
https://www.imdb.com/title/tt16345046/,summary,"Near future. The old penitentiaries are a memory. Inmates now serve their sentence in a state of deep sleep. Until one day David Damiani, a prison psychologist, finds himself confronted with a prisoner over whom he has lost all control."
https://www.imdb.com/title/tt0050234/,summary,"A couple are forced to stay in a scary castle, and the castle is filled with monsters!"
https://www.imdb.com/title/tt15007104/,summary,"A New Reality expands Stan Lee's final science fiction universe in new and unexpected ways, exploring the early global computing boom of the 1990s through the eyes of two well-meaning visionaries whose innovations introduce the world to the promise, power, and perils of connectivity--and whose original sins could destroy it all."
https://www.imdb.com/title/tt0078948/,summary,"A remake of the 1948 atomic-age film, ""Krakatit"", by the same director. A scrupulous scientist is in the throes of a serious ethical dilemma after creating a highly-efficient explosive which may bring immeasurable suffering to mankind."
https://www.imdb.com/title/tt0078948/,summary,"Revisiting his own 1948 post-war science-fiction-thriller film, ""Krakatit"", itself an adaptation of the prophetic 1922 Karel Capek novel by the same name, Czech director Otakar Vávra offers us a more modern view of this classic through this 1981 remake. The story centers around Prokop, a scrupulous scientist responsible for the invention of a highly-efficient explosive who, foreseeing the consequences of his invention once in the hands of those in power, spins into delirium as he faces the moral dilemma presented by his secret, then the crushing guilt and regret for his role in releasing such a potent tool of mass destruction unto the world, and the inevitable catastrophe that follows. The novel presaged the atomic age by two decades and even anticipated, three decades prior, the same deep ethical remorse that J.R. Oppenheimer, a ""father of the atomic bomb"", would later bring to public attention (ending in the revocation of all his security clearances). The themes presented in this 1981 remake are still very relevant, then and now, and its urgency is still fresh.—pdlussier1"
https://www.imdb.com/title/tt16527266/,summary,Ben Solo must find a way to atone for the sins of his past to unite with Rey and the Resistance against a hidden threat rising from a Sith Empire thought to be long gone.
https://www.imdb.com/title/tt0443354/,summary,"The sound engineer Charlotte returns from Paris to her hometown in the countryside after the death of her mother, a clairvoyant card-reader murdered in her cottage. In the opinion of the police, the killer was one of her acquaintances as the house was not broken into. Charlotte feels hostility from her neighbors and decides to bug their house using her sound equipment. However she finds that inside her mother's house, there is a connection with the past and she can hear what happened there. Charlotte investigates the leads and discovers the truth about the death of her mother.—Claudio Carvalho, Rio de Janeiro, Brazil"
https://www.imdb.com/title/tt0224009/,summary,A small boy abandoned in the jungle and raised by a benevolent group of apes slowly begins to realize that he isn't quite like the rest of his primate family in this touching meditation on the bond shared between man and beast.
https://www.imdb.com/title/tt8764144/,summary,"The veil between the living and the dead has lifted for 24 hours, would you survive?"
https://www.imdb.com/title/tt8764144/,summary,"Eric (Anthony Bewlz - Tooth Fairy) and Reese (Dennis Andres - Workin' Moms) invest in a property in the little town of Wakefield. Chloe (Lindsay Seim - Insidious: Chapter 2) a medium, who used to live in Wakefield returns to her roots to enlighten the new entrepreneurs on the history of the town. The property was originally owned by Nathan Cross (Rob Archer - Lost Girl), who's post mortem crimes stain the entire town. On a day when unprecedented solar flares target North America, Wakefield becomes the centre of a temporary shift in atmospheric energies. The living are seeing the dead walk among them. As they find themselves in the heart of this nightmare until dawn, they need to face history in the flesh, and survive."
https://www.imdb.com/title/tt2193273/,summary,"Inside Granny Snail there is a biological war between two bacterial kingdoms, the Black Ox and the White Ox. In order to save their friend, Pleasant Goat and his friends shrink themselves and enter the body of Granny Snail. They are enlisted to join the White Ox army to fight against the Black Ox army, which to their surprise is led by their enemy Grey Wolf. At the same time, the Cattle Kingdom is working on a plan to attack its two rivals. The goats must use their wits and bravery to stop the chaos and save the microcosm.—ONS3Tnow"
https://www.imdb.com/title/tt4970880/,summary,Join Emma and the gang and sing along in this zany musical spoof of ABC's Once Upon a Time.
https://www.imdb.com/title/tt13997810/,summary,"Atmospheric sci-fi, collage film with strange cast of human and non-human characters."
https://www.imdb.com/title/tt3902894/,summary,A dangerous rescue operation at the world's deepest gold mine in South Africa turns into something much bigger when an ancient lost city is discovered.
https://www.imdb.com/title/tt0117308/,summary,"A cop (Roberts) tries to bust a gang of teenage gun dealers. In the process he catches only one and tries to charge him with a number of offences but fails since the gang member is underage. One by one the youth's friends start turning up dead. It is up to Dylan (Roberts), and his partner to save the youth from the same fate as the rest of his gang.—Kyle D.W. Patola <dpatola@sky.lakeheadu.ca>"
https://www.imdb.com/title/tt9198814/,summary,"Jakarta is subject to continuous rain. The Katulampa embankment collapsed, then there was hurricane Laluna heading from Australia to Jakarta."
https://www.imdb.com/title/tt0090201/,summary,"The German professor tries out his time machine in Turkey. Everybody is after this new invention - Superman Detective Murat, his cheating colleagues Atak and Matrak as well as the mob leader. Agatha, the daughter of the mob leader, steals heroin with her father's man. The mob leader wants to detect their place by the time machine."
https://www.imdb.com/title/tt11480250/,summary,"Anal retentive atheist social worker Jimmy stumbles upon a society of Angel and Demons, blending in with Humans. Bartering to assist in a grand quest, he has no choice but help end a war between good and Evil, But which side will he take?"
https://www.imdb.com/title/tt0189973/,summary,"Lupin attempts to get his hands on a treasure map, but finds himself in a crisis where the future of Tokyo hangs in the balance."
https://www.imdb.com/title/tt0189973/,summary,"Lupin has his eye set on a set of unique photographic plates, which hold the key to an ancient treasure dating back to the Edo period. These plates are in the keeping of Michael Suzuki, a multi-millionaire who is about to open a water park in Tokyo. Unfortunately, two of his partners aren't in good condition at the moment: marksman Daisuke Jigen is suffering from a toothache that impedes his aim, and swordsman Goemon Ishikawa has had his prized sword stolen from him... and in Suzuki's collection! Meanwhile, Inspector Zenigata must reluctantly deal with Maria, a journalist assigned to report on the Lupin case but who would much rather report on Suzuki. However, she holds a dark secret to Suzuki's past that he is prepared to hide at any cost. And just what is the secret hidden within the plates?—Q. Leo Rahman"
https://www.imdb.com/title/tt0189973/,summary,"In Tokyo, Japan it's a matter of days for the theme park resort, AquaLand to open on August 1st. Micheal Susuki, owner of the resort owns part of the set of photographic plates that are linked to a hidden fortune. Lupin is after these photograph plates himself, Jigen is unable to concentrate on his shooting skills due to his tooth ache, Goemon has teamed up with Fujiko for his own reasons, while Zenigata is accompanied by a journalist named Maria, who's given permission to tag along with him to make an article on him. Maria however is not your average young journalist, as she has the ability to see visions of upcoming events. It's all a mystery until it's August 1st.—J LeGault"
